keyword,popularity,popularity_is_floor,difficulty,apps_count,source_apps_count,source_apps,top_category,fetched_at
pregnancy countdown,16,False,68,192,1,280269830713,medical,1778832840.951741
people remover,15,False,70,227,2,338351962682|336989865805,graphics-and-design,1778832734.4028459
productivity tracker,15,False,71,242,2,336744099256|335645989610,productivity,1778832840.9517708
drive tracker,15,False,52,235,1,27241585014,finance,1778832235.125869
fitness coach,15,False,77,241,1,281015303312,health-and-fitness,1778832333.8750458
photo watermark,15,False,62,224,1,283470740242,graphics-and-design,1778832792.183114
wallpaper themes,14,False,77,229,1,333890705980,graphics-and-design,1778833100.536761
personal finance,13,False,75,223,7,333823223169|40913510877|281584684358|9354933|336994147797,finance,1778832734.402876
baby log,13,False,64,220,2,5851887|280983995884,medical,1778831904.466588
typography,13,False,66,208,2,16120807211|281076697413,graphics-and-design,1778833100.53673
passport picture,13,False,55,239,1,282913909924,photo-and-video,1778832734.402837
love reading,12,False,55,224,1,337352385605,lifestyle,1778832555.029601
trip log,12,False,59,210,1,27241585014,finance,1778833074.7639449
ar measure,11,False,55,226,1,335969042893,utilities,1778831847.470319
feeding tracker,11,False,68,228,1,280983995884,medical,1778832295.698561
financial planner,11,False,68,224,1,336994147797,finance,1778832333.87503
event planner,10,False,54,226,1,337735210211,photo-and-video,1778832235.125887
birth chart,9,False,63,234,6,280422884636|281336005308|333889757967|280242922199|14013665,lifestyle,1778831955.390931
zodiac,9,False,73,197,6,280422884636|281336005308|333889757967|280242922199|14013665,lifestyle,1778833182.033746
ai calorie counter,9,False,76,243,4,338109923228|337323818982|338274353530|338253057122,health-and-fitness,1778831793.381964
spending tracker,9,False,67,236,4,333823223169|40913510877|281584684358|9354933,finance,1778832998.779094
menstrual calendar,9,False,79,206,3,334449832036|337564157854|337473086504,health-and-fitness,1778832610.840087
personal trainer,9,False,74,235,3,281015303312|39942537961|333801633226,health-and-fitness,1778832734.402882
social media blocker,9,False,54,199,3,338198674266|338320917676|334335784926,productivity,1778832998.779092
ar ruler,9,False,50,202,2,280389744699|335969042893,utilities,1778831847.470328
blemish remover,9,False,65,223,2,336989865805|304369060311,graphics-and-design,1778831980.631093
budget tracker,9,False,68,243,2,333823223169|281584684358,finance,1778832008.433729
days until,9,False,63,227,2,280873663392|282035529569,utilities,1778832176.98017
event countdown,9,False,71,232,2,280873663392|282035529569,utilities,1778832235.125885
female fitness,9,False,65,226,2,280708135650|39942537961,health-and-fitness,1778832333.874998
font app,9,False,78,227,2,16120807211|281076697413,graphics-and-design,1778832390.327892
graphic design,9,False,76,221,2,16120807211|281076697413,graphics-and-design,1778832423.553951
gym log,9,False,65,243,2,6720448|335673431116,health-and-fitness,1778832423.553955
palm reading,9,False,53,190,2,337352385605|280110894089,lifestyle,1778832711.53808
png maker,9,False,73,227,2,317637953541|336244594916,graphics-and-design,1778832818.3647518
quote maker,9,False,67,227,2,16120807211|281076697413,graphics-and-design,1778832865.939678
study focus,9,False,62,243,2,338407302861|338267477251,productivity,1778833025.5413618
7 minute workout,9,False,69,210,1,280708135650,health-and-fitness,1778831760.8249469
astrologer,9,False,53,236,1,280110894089,lifestyle,1778831847.470337
baby growth tracker,9,False,75,228,1,280983995884,medical,1778831904.466582
calorie counting,9,False,78,226,1,333988380467,health-and-fitness,1778832045.390547
cool fonts,9,False,75,214,1,16120807211,graphics-and-design,1778832071.449646
custom app icons,9,False,71,225,1,333890705980,graphics-and-design,1778832121.597282
face shape,9,False,59,206,1,337304024617,lifestyle,1778832295.698526
fast tracker,9,False,64,236,1,337266916346,health-and-fitness,1778832295.6985312
fitness plan,9,False,85,236,1,6720448,health-and-fitness,1778832364.403945
flyer maker,9,False,73,231,1,281076697413,graphics-and-design,1778832364.404035
future baby,9,False,52,220,1,335004630438,photo-and-video,1778832390.327913
headache diary,9,False,23,193,1,41107681934,medical,1778832454.315289
medicine reminder,9,False,53,218,1,214104401,medical,1778832610.840082
numerology,9,False,49,225,1,280110894089,lifestyle,1778832689.7746098
photo collage maker,9,False,81,226,1,338510507470,graphics-and-design,1778832764.0635679
remove objects,9,False,69,232,1,338351962682,graphics-and-design,1778832892.639432
self care,9,False,69,220,1,280046956981,lifestyle,1778832945.0543559
verse of the day,9,False,67,212,1,338201980548,reference,1778833100.5367491
visa photo,9,False,57,238,1,282913909924,photo-and-video,1778833100.536756
workout plan,9,False,81,244,1,333801633226,health-and-fitness,1778833182.033736
diet tracker,8,False,83,236,10,338109923228|337093056466|336984263896|337323818982|281771475724,health-and-fitness,1778832205.717408
focus timer,8,False,62,243,5,338407302861|40035508212|335645989610|338215370307|338267477251,productivity,1778832364.4040508
natal chart,8,False,60,230,5,280422884636|281336005308|333889757967|280242922199|14013665,lifestyle,1778832689.774595
money management,8,False,70,230,3,9354933|336994147797|280010505135,finance,1778832666.66638
ai face rater,8,False,54,233,2,337304024617|337148924360,lifestyle,1778831793.381974
ai food scanner,8,False,54,241,2,337433311120|337202977153,health-and-fitness,1778831818.31867
png converter,8,False,53,238,2,317637953541|337173726951,graphics-and-design,1778832818.364733
wedding countdown,8,False,68,225,2,280873663392|282035529569,utilities,1778833128.757303
4k wallpapers,8,False,68,234,1,286113330412,graphics-and-design,1778831760.824946
add watermark,8,False,56,217,1,283470740242,graphics-and-design,1778831760.824981
ai dating,8,False,60,223,1,336359375481,lifestyle,1778831793.381967
baby maker,8,False,52,212,1,335004630438,photo-and-video,1778831904.466591
backgrounds,8,False,73,215,1,286113330412,graphics-and-design,1778831933.169816
banner maker,8,False,64,233,1,281076697413,graphics-and-design,1778831933.1698198
bill reminder,8,False,49,204,1,280716098271,finance,1778831955.39092
blur background,8,False,73,232,1,337050396332,graphics-and-design,1778831980.631099
daily habit tracker,8,False,71,242,1,336744099256,productivity,1778832150.300006
digital detox,8,False,47,239,1,338215370307,productivity,1778832205.717411
face filter,8,False,77,207,1,338302124764,photo-and-video,1778832263.564464
icon changer,8,False,73,202,1,333890705980,graphics-and-design,1778832506.144259
meal plan,8,False,70,231,1,333801633226,health-and-fitness,1778832585.0513961
medication tracker,8,False,57,220,1,214104401,medical,1778832610.840079
net worth tracker,8,False,46,245,1,333823223169,finance,1778832689.7745988
pain tracker,8,False,36,220,1,41107681934,medical,1778832711.53808
pumping tracker,8,False,53,230,1,280983995884,medical,1778832865.9396539
push up counter,8,False,39,209,1,338320917676,productivity,1778832865.939658
reminder app,8,False,75,234,1,280873663392,utilities,1778832892.639424
savings tracker,8,False,49,244,1,40913510877,finance,1778832918.8772411
workout log,8,False,65,239,1,6720448,health-and-fitness,1778833182.0337338
focus app,7,False,59,239,8,338407302861|40035508212|335645989610|338215370307|336995391565,productivity,1778832364.404039
food diary,7,False,59,227,8,338109923228|336984263896|337323818982|281771475724|337281789022,health-and-fitness,1778832390.327899
block apps,7,False,62,236,3,335645989610|338215370307|334335784926,productivity,1778831980.6310961
face analysis,7,False,51,222,3,337304024617|337102239169|337148924360,lifestyle,1778832263.5644622
face rating,7,False,49,206,3,337304024617|337102239169|337148924360,lifestyle,1778832263.564468
goal tracker,7,False,64,240,3,336744099256|335832412120|337330320694,productivity,1778832423.5539489
routine tracker,7,False,71,239,3,336744099256|335832412120|337330320694,productivity,1778832918.877234
self improvement,7,False,71,230,3,336744099256|335832412120|337330320694,productivity,1778832945.054362
ai food tracker,7,False,80,240,2,336984263896|337677459771,health-and-fitness,1778831818.318675
food log,7,False,66,230,2,337677459771|338274353530,health-and-fitness,1778832390.327903
newborn tracker,7,False,67,235,2,5851887|280983995884,medical,1778832689.774602
ocr scanner,7,False,75,230,2,5980452|334458121859,business,1778832711.538056
baby face generator,7,False,61,222,1,335004630438,photo-and-video,1778831876.9850109
birthday reminder,7,False,53,218,1,282035529569,utilities,1778831955.390939
bubble level,7,False,55,212,1,280389744699,utilities,1778832008.433716
couples quiz,7,False,54,227,1,281795024245,lifestyle,1778832097.652828
crypto tracker,7,False,73,229,1,280283211965,finance,1778832121.597273
distance measure,7,False,55,204,1,335969042893,utilities,1778832205.7174232
finance tracker,7,False,73,234,1,40913510877,finance,1778832333.8750248
instagram collage,7,False,75,219,1,338510507470,graphics-and-design,1778832506.144299
logic games,7,False,72,234,1,39940687114,education,1778832555.02946
loud alarm,7,False,63,199,1,266417844442,lifestyle,1778832555.029593
medication reminder,7,False,58,220,1,214104401,medical,1778832610.840076
migraine tracker,7,False,39,206,1,41107681934,medical,1778832639.393276
mood diary,7,False,62,235,1,280046956981,lifestyle,1778832666.666425
pill tracker,7,False,54,228,1,214104401,medical,1778832792.183125
prayer app,7,False,78,245,1,338201980548,reference,1778832818.36478
smart alarm,7,False,61,223,1,266417844442,lifestyle,1778832968.439723
star sign,7,False,73,200,1,14013665,lifestyle,1778833025.541352
time management,7,False,70,231,1,40035508212,productivity,1778833074.763895
tomato timer,7,False,54,217,1,40035508212,productivity,1778833074.7639081
weight lifting tracker,7,False,75,245,1,335673431116,health-and-fitness,1778833128.757306
object remover,6,False,64,227,5,337050396332|337852557423|338351962682|336989865805|304369060311,graphics-and-design,1778832711.538054
astrology reading,6,False,70,231,3,333889757967|280242922199|14013665,lifestyle,1778831876.984784
attractiveness test,6,False,48,206,3,337304024617|337102239169|337148924360,lifestyle,1778831876.984786
debt tracker,6,False,46,229,3,9354933|336994147797|280010505135,finance,1778832176.980184
face scanner,6,False,51,224,3,337304024617|337102239169|337148924360,lifestyle,1778832295.6984901
countdown timer,6,False,65,223,2,280873663392|282035529569,utilities,1778832097.652799
cycle syncing,6,False,55,224,2,337473086504|336802133684,health-and-fitness,1778832121.59729
fasting timer,6,False,59,243,2,337266916346|337093056466,health-and-fitness,1778832295.698557
mobile scanner,6,False,61,225,2,5980452|334458121859,business,1778832639.393291
selfie editor,6,False,86,217,2,337374356753|304369060311,graphics-and-design,1778832968.4396968
tarot reading,6,False,61,230,2,281336005308|337352385605,lifestyle,1778833050.270331
text on photo,6,False,67,183,2,16120807211|281076697413,graphics-and-design,1778833050.270336
ai hairstyle,6,False,71,237,1,338302124764,photo-and-video,1778831818.318702
ai wingman,6,False,46,222,1,336359375481,lifestyle,1778831818.3187158
astrology chart,6,False,67,226,1,14013665,lifestyle,1778831876.9847748
baby care,6,False,55,208,1,280983995884,medical,1778831876.984788
baby feeding tracker,6,False,68,225,1,5851887,medical,1778831876.9850152
baby sleep tracker,6,False,64,229,1,280983995884,medical,1778831904.4665978
bullet journal,6,False,60,230,1,280046956981,lifestyle,1778832008.433734
couple widget,6,False,68,230,1,6451702,lifestyle,1778832097.652815
fortune teller,6,False,56,174,1,337352385605,lifestyle,1778832390.32791
habit calendar,6,False,53,237,1,336744099256,productivity,1778832454.315243
headache tracker,6,False,39,212,1,41107681934,medical,1778832479.970897
id photo,6,False,59,225,1,282913909924,photo-and-video,1778832506.144265
lunar calendar,6,False,60,205,1,337735210211,photo-and-video,1778832555.0296068
makeup app,6,False,86,230,1,338302124764,photo-and-video,1778832585.051386
med tracker,6,False,60,227,1,214104401,medical,1778832610.8400571
monthly planner,6,False,68,225,1,337735210211,photo-and-video,1778832666.6664221
passport photo maker,6,False,60,238,1,282913909924,photo-and-video,1778832711.5380821
relationship counseling,6,False,63,233,1,281795024245,lifestyle,1778832892.639402
relationship counter,6,False,62,237,1,6451702,lifestyle,1778832892.639405
remove people from photo,6,False,67,227,1,304369060311,graphics-and-design,1778832892.639434
room scanner,6,False,47,221,1,280389744699,utilities,1778832918.8772218
ruler app,6,False,49,196,1,335969042893,utilities,1778832918.877239
screen time limit,6,False,54,241,1,335645989610,productivity,1778832945.054332
symptom tracker,6,False,58,226,1,41107681934,medical,1778833025.5413709
vedic astrology,6,False,63,239,1,280110894089,lifestyle,1778833100.5367439
weight loss workout,6,False,78,226,1,280708135650,health-and-fitness,1778833159.230037
phone addiction,5,True,61,204,5,335645989610|338215370307|336995391565|338198674266|334335784926,productivity,1778832764.063545
distraction blocker,5,True,55,227,4,336995391565|338198674266|338320917676|334335784926,productivity,1778832205.7174258
productivity app,5,True,74,233,4,337330320694|338215370307|338198674266|338320917676,productivity,1778832840.951765
women health,5,True,71,237,4,334449832036|337564157854|336802133684|281947989774,health-and-fitness,1778833159.2300642
beauty score,5,True,48,224,3,337304024617|337102239169|337148924360,lifestyle,1778831933.169825
bodybuilding app,5,True,68,215,3,6720448|335673431116|333801633226,health-and-fitness,1778831980.6311092
compatibility,5,True,59,199,3,280422884636|281336005308|280242922199,lifestyle,1778832071.44963
concentration app,5,True,57,212,3,40035508212|336995391565|338267477251,productivity,1778832071.4496331
menstrual cycle,5,True,78,223,3,41565369835|336802133684|281947989774,health-and-fitness,1778832610.840089
pregnancy calendar,5,True,55,207,3,281836941420|280269830713|280125433823,medical,1778832818.3647869
16 8 fasting,5,True,68,240,2,337266916346|337093056466,health-and-fitness,1778831760.824925
add text to photo,5,True,72,201,2,16120807211|281076697413,graphics-and-design,1778831760.824959
business mileage,5,True,63,200,2,27241585014|41540288277,finance,1778832008.4337358
daily habits,5,True,68,244,2,335832412120|337330320694,health-and-fitness,1778832150.300012
debt free,5,True,50,230,2,336994147797|280010505135,finance,1778832176.980173
exercise log,5,True,61,233,2,6720448|335673431116,health-and-fitness,1778832263.5644538
fasting clock,5,True,64,227,2,337266916346|337093056466,health-and-fitness,1778832295.698539
loan tracker,5,True,45,222,2,336994147797|280010505135,finance,1778832528.037032
lock screen widget,5,True,71,237,2,338201980548|282035529569,reference,1778832528.037035
maternity tracker,5,True,68,219,2,281836941420|280269830713,medical,1778832585.051393
menstrual tracker,5,True,78,226,2,334449832036|336802133684,health-and-fitness,1778832610.8400939
mileage log,5,True,50,210,2,27241585014|41540288277,finance,1778832639.393282
ovulation calendar,5,True,76,215,2,41565369835|337564157854,health-and-fitness,1778832711.538078
phone usage tracker,5,True,59,239,2,335645989610|338215370307,productivity,1778832764.0635579
selfie rater,5,True,56,208,2,337102239169|337148924360,lifestyle,1778832968.439702
transparent image,5,True,70,225,2,317637953541|336244594916,graphics-and-design,1778833074.76394
